lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
36.675822710000055,69.01726078000007,1904159,Khwaja Pasta Village,Khwaja Pasta Secondary School,1,1,2
37.19689203000002,68.91420156000004,1905092,Aqbaay,Imam Sahib Number 2 High School,3,1,4
37.09148556000005,69.22347985000006,1906188,Shah Rawan Village,Shah Rawan School,2,1,3
36.981606720000116,68.54270622000004,1907108,Aaq Tapa,Aaq Tapa High School,3,1,4
35.93115567000004,68.01100758000003,2003077,Khuram Village,Andar Sher Khuram High School,3,2,5
35.49679375000005,67.62122106000002,2005071,Pechgah Village,Pechgah Madrassa,2,1,3
36.11215037000001,67.29845327,2006059,Toqsan Village,Toqsan Secondary School,3,2,5
35.43251616000009,67.14064096000001,2007046,Kota Village,Menbar Kota,2,1,3
36.70622490000003,67.09026701000002,2101015,D04 - Nahia 4,Qazi Hamiduddin School,5,4,9
36.73129373000007,67.10860972000008,2101035,D08 - Nahia 8 Kart-E-Naw,Hidayatullah Naqshbandi School,3,3,6
36.474418020000066,67.11611375000005,2104277,Shor Balaq Village,Shor Balaq School,2,1,3
36.74375308999999,66.91766455000001,2106154,Haji Kot Village,Haji Kot School,2,1,3
36.778389240000024,66.84947026000006,2106320,Kata Khel,Kata Khel School,2,2,4
36.99160967000004,66.81046621000006,2109121,Dawlat Abad Center,Abu Nasr Farabi High School,1,1,2
36.92662271000005,66.83122948000002,2109143,Baghshor Village,Baghshor Mosque,1,1,2
36.70846910000002,67.78805370000005,2110093,Haji Ali Village,Haji Ali Clinic,1,1,2
36.72972780000002,66.78652814000003,2111194,Yalman Village,Yalman School,2,1,3
37.31211864000004,66.62026665000009,2112113,Dali Village,Dali School,3,1,4
35.77086736000014,66.88800391000005,2114294,Yarghan Village,Yarghan School,2,1,3
36.03721605000008,66.78786970000006,2115316,Qashlaq Kalan Baloch,Baloch Mosque,1,1,2
36.06410842,65.83297145000006,2202050,Quflatoon Village,Quflatoon Village Mosque,2,1,3
35.88450230000007,66.46231784000007,2205112,Aaq Pai Village,Aaq Pai Village Madrassa,1,1,2
35.906278490000105,66.59494873000003,2206133,Sayad Ulya Village,Haji Sarwar Mosque,2,1,3
34.471038470000025,65.29813308000007,2301004,Shekh-Ul-Mond,Shekh-Ul-Mond Mosque,3,2,5
34.459146190000034,65.18328385000008,2301027,Bahari Sufla,Bahari Sufla Mosque,2,2,4
34.049784440000096,64.69151874000003,2302099,Shaheedan,Shaheedan Mosque,1,1,2
34.55874311000012,65.78412716000007,2303056,Deh Morda,Deh Morda Bazar,1,1,2
33.64279984000004,65.4051117800001,2305117,Aspi Boz,Aspi Boz School,2,1,3
